,Organism
5159,Mesorhizobium opportunistum
5160,Mesorhizobium plurifarium
5161,Mesorhizobium sp.
5162,Mesorhizobium tianshanense
5163,Mesostigma viride
5164,Mesotaenium caldariorum
5165,Mespilus germanica
5166,Metacarcinus magister
5167,Metallosphaera hakonensis
5168,Metallosphaera sedula
5169,Metapenaeus affinis
5170,Metapenaeus ensis
5171,Metapenaeus sp.
5172,Metarhizium acridum
5173,Metarhizium anisopliae
5174,Metarhizium flavoviride
5175,Metarhizium rileyi
5176,Metarhizium robertsii
5177,Metasequoia glyptostroboides
5178,Methanobacter thermoautotrophicum
5179,Methanobacterium bryantii
5180,Methanobacterium formicicum
5181,Methanobacterium ivanovii
5182,Methanobacterium palustre
5183,Methanobacterium sp.
5184,Methanobacterium thermoautotrophicus
5185,Methanobrevibacter arboriphilus
5186,Methanobrevibacter ruminantium
5187,Methanobrevibacter smithii
5188,Methanocalculus chunghsingensis
5189,Methanocaldococcus fervens
5190,Methanocaldococcus igneus
5191,Methanocaldococcus infernus
5192,Methanocaldococcus jannaschii
5193,Methanocaldococcus vulcanius
5194,Methanocella arvoryzae
5195,Methanococcoides burtonii
5196,Methanococcus aeolicus
5197,Methanococcus maripaludis
5198,Methanococcus sp.
5199,Methanococcus thermoautotrophicum
5200,Methanococcus vannielii
5201,Methanococcus voltae
5202,Methanocorpusculum labreanum
5203,Methanoculleus marisnigri
5204,Methanoculleus thermophilus
5205,Methanofollis liminatans
5206,Methanogenic bacterium
5207,Methanogenium organophilum
5208,Methanohalophilus mahii
5209,Methanohalophilus portucalensis
5210,Methanolobus tindarius
5211,Methanomassiliicoccus luminyensis
5212,Methanomethylovorans hollandica
5213,Methanopyrus kandleri
5214,Methanoregula boonei
5215,Methanosarcina acetivorans
5216,Methanosarcina barkeri
5217,Methanosarcina mazei
5218,Methanosarcina sp.
5219,Methanosarcina thermophila
5220,Methanosphaera stadtmanae
5221,Methanosphaerula palustris
5222,Methanospirillum hungatei
5223,Methanospirillum sp.
5224,Methanothermobacter marburgensis
5225,Methanothermobacter sp.
5226,Methanothermobacter thermautotrophicus
5227,Methanothermobacter wolfeii
5228,Methanothermococcus thermolithotrophicus
5229,Methanothermus fervidus
5230,Methanothermus sociabilis
5231,Methanothermus sp.
5232,Methanothrix soehngenii
5233,Methanothrix sp.
5234,Methanothrix thermoacetophila
5235,Methanotorris igneus
5236,methanotrophic archaeon
5237,Methylacidiphilum infernorum
5238,Methylacidiphilum kamchatkense
5239,Methylarcula marina
5240,Methylibium petroleiphilum
5241,Methylibium sp.
5242,Methylobacillus flagellatus
5243,Methylobacillus glycogenes
5244,Methylobacillus sp.
5245,Methylobacter marinus
5246,Methylobacteriaceae bacterium
5247,Methylobacterium fujisawaense
5248,Methylobacterium hypolimneticum
5249,Methylobacterium lusitanum
5250,Methylobacterium mesophilicum
5251,Methylobacterium methanolicum
5252,Methylobacterium nodulans
5253,Methylobacterium organophilum
5254,Methylobacterium oryzae
5255,Methylobacterium phyllosphaerae
5256,Methylobacterium radiotolerans
5257,Methylobacterium sp.
5258,Methylocapsa aurea
5259,Methyloceanibacter methanicus
5260,Methylocella silvestris
5261,Methylococcus capsulatus
5262,Methylococcus thermophilus
5263,Methylocystis sp.
5264,Methyloferula stellata
5265,Methylomicrobium album
5266,Methylomicrobium alcaliphilum
5267,Methylomicrobium buryatense
5268,Methylomicrobium japanense
5269,Methylomicrobium kenyense
5270,Methylomicrobium sp.
5271,Methylomonas aminofaciens
5272,Methylomonas rubra
5273,Methylomonas sp.
5274,Methylophaga alcalica
5275,Methylophaga aminisulfidivorans
5276,Methylophaga marina
5277,Methylophaga sp.
5278,Methylophaga spp.
5279,Methylophaga thalassica
5280,Methylophilus methanolovorus
5281,Methylophilus methylotrophus
5282,Methylophilus sp.
5283,Methylorhabdus multivorans
5284,Methylorubrum extorquens
5285,Methylorubrum populi
5286,Methylorubrum rhodesianum
5287,Methylorubrum salsuginis
5288,Methylorubrum thiocyanatum
5289,Methylosinus sp.
5290,Methylosinus sporium
5291,Methylosinus trichosporium
5292,Methylosulfonomonas methylovora
5293,Methylotenera mobilis
5294,methylotrophic bacterium
5295,Methyloversatilis universalis
5296,Methylovorus mays
5297,Methylovorus sp.
5298,Methylovulum miyakonense
5299,Metridium senile
5300,Metrosideros polymorpha
5301,Metroxylon sagu
5302,Metschnikowia pulcherrima
5303,Meyerozyma caribbica
5304,Meyerozyma guilliermondii
5305,Micrasterias denticulata
5306,Microbacterium arborescens
5307,Microbacterium barkeri
5308,Microbacterium esteraromaticum
5309,Microbacterium hydrocarbonoxydans
5310,Microbacterium imperiale
5311,Microbacterium laevaniformans
5312,Microbacterium liquefaciens
5313,Microbacterium luteolum
5314,Microbacterium maritypicum
5315,Microbacterium natoriense
5316,Microbacterium oxydans
5317,Microbacterium phyllosphaerae
5318,Microbacterium saccharophilum
5319,Microbacterium saperdae
5320,Microbacterium soli
5321,Microbacterium sp.
5322,Microbacterium testaceum
5323,Microbacterium trichothecenolyticum
5324,Microbispora rosea
5325,Microbispora sp.
5326,Microbulbifer elongatus
5327,Microbulbifer sp.
5328,Microbulbifer thermotolerans
5329,Microcella alkaliphila
5330,Microchaete diplosiphon
5331,Micrococcus aerogenes
5332,Micrococcus candidus
5333,Micrococcus cerificans
5334,Micrococcus flavus
5335,Micrococcus freudenreichii
5336,Micrococcus luteus
5337,Micrococcus lylae
5338,Micrococcus percitreus
5339,Micrococcus sodonensis
5340,Micrococcus sp.
5341,Microcoleus sp.
5342,Microcosmus sulcatus
5343,Microcyclus eburneus
5344,Microcystis aeruginosa
5345,Microdochium nivale
5346,Microdochium sorghi
5347,Microdochium sp.
5348,Microhyla ornata
5349,Microlunatus phosphovorus
5350,Micromelalopha troglodyta
5351,Micromonas commoda
5352,Micromonas pusilla
5353,Micromonospora aurantiaca
5354,Micromonospora carbonacea
5355,Micromonospora chalcea
5356,Micromonospora coerulea
5357,Micromonospora echinospora
5358,Micromonospora faeni
5359,Micromonospora griseorubida
5360,Micromonospora inyonensis
5361,Micromonospora lupini
5362,Micromonospora megalomicea
5363,Micromonospora melanosporea
5364,Micromonospora olivasterospora
5365,Micromonospora rosea
5366,Micromonospora sp.
5367,Micromonospora viridifaciens
5368,Micromonospora vulgaris
5369,Micromonospora zionensis
5370,Micropechis ikaheca
5371,Microphrys bicornutus
5372,Microplitis demolitor
5373,Micropogonias undulatus
5374,Micropterus salmoides
5375,Microscilla sp.
5376,Microsporum audouinii
5377,Microsporum canis
5378,Microtetraspora glauca
5379,Microthecium compressum
5380,Microthecium sobelii
5381,Microtus pennsylvanicus
5382,Micrurus dumerilii
5383,Micrurus frontalis
5384,Millepora platyphylla
5385,Millerozyma farinosa
5386,Millettia pinnata
5387,Mima polymorpha
5388,Mimachlamys nobilis
5389,Mimosa pudica
5390,Minimidochium sp.
5391,Minuca longisignalis
5392,Minuca minax
5393,Minutocellus polymorphus
5394,Miopithecus talapoin
5395,Mirabilis expansa
5396,Mirabilis himalaica
5397,Mirabilis jalapa
5398,Mirocaris fortunata
5399,Mirounga angustirostris
5400,Miscanthus x
5401,Misgurnus anguillicaudatus
5402,Misgurnus fossilis
5403,Misgurnus mizolepis
5404,Mithraculus forceps
5405,Mithraculus sculptus
5406,Mitra eremitarum
5407,Mitragyna speciosa
5408,Mitsuaria chitosanitabida
5409,Mitsuokella multacida
5410,Mizuhopecten yessoensis
5411,Mnium hornum
5412,Mnium undulatum
5413,Mobula japanica
5414,Modiolus demissus
5415,Moesziomyces antarcticus
5416,Molgula tectiformis
5417,Molinema dessetae
5418,Moloney murine
5419,Molpadia arenicola
5420,Molva dipterygia
5421,Molva molva
5422,Momordica balsamina
5423,Momordica charantia
5424,Momordica cochinchinensis
5425,Monacrosporium coelobrochum
5426,Monacrosporium psychrophilum
5427,Monascus kaoliang
5428,Monascus pilosus
5429,Monascus purpureus
5430,Monascus ruber
5431,Monascus sp.
5432,Moneuplotes crassus
5433,Monieza expansa
5434,Moniezia expansa
5435,Monilia fructicola
5436,Monilia sitophila
5437,Monilia sp.
5438,Moniliella megachiliensis
5439,Monilinia fructicola
5440,Monilinia fructigena
5441,Moniliophthora perniciosa
5442,Monkeypox virus
5443,Monocercomonoides sp.
5444,Monocillium spp.
5445,Monodelphis domestica
5446,Monopterus albus
5447,Monoraphidium minutum
5448,Monosiga brevicollis
5449,Monosiga ovata
5450,Montanoa tomentosa
5451,Monteverdia ilicifolia
5452,Montipora capitata
5453,Montivipera xanthina
5454,Moorea producens
5455,Moorella glycerini
5456,Moorella humiferrea
5457,Moorella mulderi
5458,Moorella perchloratireducens
5459,Moorella sp.
5460,Moorella stamsii
5461,Moorella thermoacetica
5462,Moorella thermoautotrophica
5463,Moraxella bovis
5464,Moraxella catarrhalis
5465,Moraxella cuniculi
5466,Moraxella lacunata
5467,Moraxella nonliquefaciens
5468,Moraxella osloensis
5469,Moraxella sp.
5470,Morchella costata
5471,Morchella esculenta
5472,Morchella vulgaris
5473,Morella rubra
5474,Morganella morganii
5475,Morimus funereus
5476,Morinda citrifolia
5477,Morinda lucida
5478,Moringa oleifera
5479,Moritella abyssi
5480,Moritella japonica
5481,Moritella marina
5482,Moritella profunda
5483,Moritella sp.
5484,Moritella viscosa
5485,Moritella yayanosii
5486,Morone saxatilis
5487,Mortierella alliacea
5488,Mortierella alpina
5489,Mortierella candelabrum
5490,Mortierella minutissima
5491,Mortierella pusilla
5492,Mortierella sp.
5493,Morus alba
5494,Morus notabilis
5495,Mougeotia scalaris
5496,Mougeotia sp.
5497,mouse mammary
5498,Mrakia frigida
5499,Mucidula mucida
5500,Mucilaginibacter paludis
5501,Mucor ambiguus
5502,Mucor amphibiorum
5503,Mucor azygosporus
5504,Mucor bacilliformis
5505,Mucor circinelloides
5506,Mucor flavus
5507,Mucor fragilis
5508,Mucor globosus
5509,Mucor guilliermondii
5510,Mucor hiemalis
5511,Mucor indicus
5512,Mucor javanicus
5513,Mucor microsporus
5514,Mucor minutus
5515,Mucor mucedo
5516,Mucor nederlandicus
5517,Mucor piriformis
5518,Mucor psychrophilus
5519,Mucor racemosus
5520,Mucor ramosissimus
5521,Mucor renninus
5522,Mucor rouxians
5523,Mucor rouxianus
5524,Mucor sp.
5525,Mucor strictus
5526,Mucor zonatus
5527,Mucoromycotina sp.
5528,Mucuna pruriens
5529,Mucuna sp.
5530,Muelleria sp.
5531,Muellerina eucalyptoides
5532,Mugil cephalus
5533,Mullus barbatus
5534,Mumps rubulavirus
5535,Muntingia calabura
5536,Muraenesox cinereus
5537,Murine coronavirus
5538,Murine gammaherpesvirus-68
5539,Murine hepatitis
5540,murine leukemia
5541,Murine norovirus
5542,Murine respirovirus
5543,Murine sarcoma
5544,Murray Valley
5545,Mus booduga
5546,Mus musculus
5547,Mus sp.
5548,Mus spicilegus
5549,Mus spretus
5550,Musa acuminata
5551,Musa cavendishii
5552,Musa domestica
5553,Musa sp.
5554,Musa velutina
5555,Musa x
5556,Musca domestica
5557,Musca sp.
5558,Mustela lutreola
5559,Mustela putorius
5560,Mustelus canis
5561,Mustelus manazo
5562,Mustelus mustelus
5563,Mya arenaria
5564,Myathropa florea
5565,Mycelia sterilia
5566,Mycena epipterygia
5567,Mycetinis scorodonius
5568,Mycobacterium avium
5569,Mycobacterium avium-intracellulare
5570,Mycobacterium butyricum
5571,Mycobacterium convolutum
5572,Mycobacterium friburgensis
5573,Mycobacterium gastri
5574,Mycobacterium gordonae
5575,Mycobacterium intracellulare
5576,Mycobacterium jucho
5577,Mycobacterium kansasii
5578,Mycobacterium leprae
5579,Mycobacterium lepraemurium
5580,Mycobacterium marinum
5581,Mycobacterium paraffinicum
5582,Mycobacterium pellegrino
5583,Mycobacterium scrofulaceum
5584,Mycobacterium sp.
5585,Mycobacterium tuberculosis
5586,Mycobacterium ulcerans
5587,Mycobacterium virus
5588,Mycobacteroides abscessus
5589,Mycoderma aceti
5590,Mycolicibacterium aurum
5591,Mycolicibacterium austroafricanum
5592,Mycolicibacterium chlorophenolicum
5593,Mycolicibacterium fortuitum
5594,Mycolicibacterium gilvum
5595,Mycolicibacterium goodii
5596,Mycolicibacterium hassiacum
5597,Mycolicibacterium neoaurum
5598,Mycolicibacterium peregrinum
5599,Mycolicibacterium phlei
5600,Mycolicibacterium rhodesiae
5601,Mycolicibacterium septicum
5602,Mycolicibacterium smegmatis
5603,Mycolicibacterium thermoresistibile
5604,Mycolicibacterium vaccae
5605,Mycolicibacterium vanbaalenii
5606,Mycoplana dimorpha
5607,Mycoplana ramosa
5608,Mycoplana sp.
5609,Mycoplasma anatis
5610,Mycoplasma arginini
5611,Mycoplasma arthritidis
5612,Mycoplasma bovis
5613,Mycoplasma buccale
5614,Mycoplasma capricolum
5615,Mycoplasma coccoides
5616,Mycoplasma dispar
5617,Mycoplasma fastidiosum
5618,Mycoplasma felis
5619,Mycoplasma fermentans
5620,Mycoplasma flocculare
5621,Mycoplasma gallinarum
5622,Mycoplasma gallisepticum
5623,Mycoplasma genitalium
5624,Mycoplasma haemocanis
5625,Mycoplasma haemofelis
5626,Mycoplasma hominis
5627,Mycoplasma hyopneumoniae
5628,Mycoplasma hyorhinis
5629,Mycoplasma iowae
5630,Mycoplasma lipophilum
5631,Mycoplasma mobile
5632,Mycoplasma mycoides
5633,Mycoplasma neurolyticum
5634,Mycoplasma orale
5635,Mycoplasma ovis
5636,Mycoplasma penetrans
5637,Mycoplasma pirum
5638,Mycoplasma pneumoniae
5639,Mycoplasma primatum
5640,Mycoplasma pullorum
5641,Mycoplasma pulmonis
5642,Mycoplasma salivarium
5643,Mycoplasma sp.
5644,Mycoplasma suis
5645,Mycoplasma synoviae
5646,Mycoplasma wenyonii
5647,Mycothermus thermophilus
5648,Myeloproliferative sarcoma
5649,Mylabris cichorii
5650,Myliobatis australis
5651,Myocastor coypus
5652,Myosoton aquaticum
5653,Myotis ricketti
5654,Myoxocephalus octodecemspinosus
5655,Myoxocephalus polyacanthocephalus
5656,Myoxocephalus quadricornis
5657,Myrioconium sp.
5658,Myroides odoratus
5659,Myrothecium gramineum
5660,Myrothecium sp.
5661,Myrothecium striatisporum
5662,Myrtillocactus geometrizans
5663,Mythimna separata
5664,Mytilus californianus
5665,Mytilus coruscus
5666,Mytilus edulis
5667,Mytilus galloprovincialis
5668,Mytilus trossulus
5669,Myxicola infundibulum
5670,Myxine glutinosa
5671,Myxobacter sp.
5672,Myxococcus fulvus
5673,Myxococcus sp.
5674,Myxococcus xanthus
5675,Myxocyprinus asiaticus
5676,myxoma virus
5677,Myxozyma melibiosi
5678,Myzopsetta ferruginea
5679,Myzostoma cirriferum
5680,Myzus persicae
5681,Naegleria fowleri
5682,Naegleria gruberi
5683,Naganishia albida
5684,Naganishia diffluens
5685,Naganishia liquefaciens
5686,Naja atra
5687,Naja haje
5688,Naja kaouthia
5689,Naja melanoleuca
5690,Naja mossambica
5691,Naja naja
5692,Naja nigricollis
5693,Naja nivea
5694,Naja oxiana
5695,Naja pallida
5696,Naja sagittifera
5697,Naja sputatrix
5698,Najas marina
5699,Nakazawaea holstii
5700,Nakazawaea peltata
5701,Nakazawaea wickerhamii
5702,Namalycastis sp.
5703,Nandina domestica
5704,Nannizzia gypsea
5705,Nannochloris bacillaris
5706,Nannochloropsis gaditana
5707,Nannochloropsis oculata
5708,Nannospalax galili
5709,Nannospalax judaei
5710,Nanoarchaeum equitans
5711,Narcissus aff.
5712,Narcissus pseudonarcissus
5713,Narcissus sp.
5714,Narcissus tazetta
5715,Narke japonica
5716,Nasonia vitripennis
5717,Nassarius coronatus
5718,Nassarius glans
5719,Nasturtium officinale
5720,Nasutitermes takasagoensis
5721,Natranaerobius thermophilus
5722,Natrialba magadii
5723,Natrinema gari
5724,Natronobacterium gregoryi
5725,Natronococcus occultus
5726,Natronococcus sp.
5727,Natronomonas pharaonis
5728,Naumovozyma dairenensis
5729,Nautilia profundicola
5730,Nautilia sp.
5731,Nautilus pompilius
5732,Necator americanus
5733,Nectria cinnabarina
5734,Nectria curta
5735,Nectria haematococca
5736,Necturus maculosus
5737,Necturus sp.
5738,Neisseria canis
5739,Neisseria cinerea
5740,Neisseria elongata
5741,Neisseria gonorrhoeae
5742,Neisseria lactamica
5743,Neisseria meningitidis
5744,Neisseria mucosa
5745,Neisseria perflava
5746,Neisseria polysaccharea
5747,Neisseria sicca
5748,Neisseria sp.
5749,Neisseria subflava
5750,Nelumbo nucifera
5751,Nematostella vectensis
5752,Nemipterus sp.
5753,Neobodo saliens
5754,Neocallimastix frontalis
5755,Neocallimastix patriciarum
5756,Neocallimastix sp.
5757,Neocaridina denticulata
5758,Neofusicoccum ribis
5759,Neohelice granulata
5760,Neonectria candida
5761,Neonectria lugdunensis
5762,Neonectria obtusispora
5763,Neophoca cinerea
5764,Neorhizobium galegae
5765,Neosartorya sp.
5766,Neospora caninum
5767,Neotermes koshunensis
5768,Neotoma albigula
5769,Neotoma stephensi
5770,Neotyphodium sp.
5771,Neovison vison
5772,Nepenthes alata
5773,Nepenthes ampullaria
5774,Nepenthes distillatoria
5775,Nepenthes dormaniana
5776,Nepenthes macfarlanei
5777,Nepenthes mixta
5778,Nepenthes neufvilleana
5779,Nepenthes sp.
5780,Nepeta cataria
5781,Nepeta racemosa
5782,Nephilengys cruentata
5783,Nephotettix cincticeps
5784,Nephrolepis cordifolia
5785,Nephrolepis exaltata
5786,Nephrolysis sp.
5787,Nephrops norvegicus
5788,Nephroselmis olivacea
5789,Nephtys caeca
5790,Nephtys hombergii
5791,Neptunea arthritica
5792,Neptunea eulimata
5793,Neptunia amplexicaulis
5794,Neptuniibacter caesariensis
5795,Neptuniibacter sp.
5796,Nereis sp.
5797,Nerita atramentosa
5798,Nerium oleander
5799,Neslia paniculata
5800,Nesterenkonia halobia
5801,Nesterenkonia sp.
5802,Nesterenkonia xinjiangensis
5803,Neurospora crassa
5804,Neurospora sitophila
5805,Neurospora sp.
5806,Neurospora tetrasperma
5807,Nibea mitsukurii
5808,Nicotiana alata
5809,Nicotiana attenuata
5810,Nicotiana benthamiana
5811,Nicotiana bonariensis
5812,Nicotiana debneyi
5813,Nicotiana forgetiana
5814,Nicotiana glauca
5815,Nicotiana glutinosa
5816,Nicotiana langsdorffii
5817,Nicotiana longiflora
5818,Nicotiana megalosiphon
5819,Nicotiana noctiflora
5820,Nicotiana nudicaulis
5821,Nicotiana otophora
5822,Nicotiana plumbaginifolia
5823,Nicotiana rustica
5824,Nicotiana sp.
5825,Nicotiana suaveolens
5826,Nicotiana sylvestris
5827,Nicotiana tabacum
5828,Nicotiana tomentosiformis
5829,Nierembergia sp.
5830,Nigrospora sp.
5831,Nigrospora sphaerica
5832,Nilaparvata lugens
5833,Nilssonia gangetica
5834,Nipah henipavirus
5835,Nippostrongylus brasiliensis
5836,Nitellopsis obtusa
5837,Nitratifractor salsuginis
5838,Nitratiruptor sp.
5839,Nitriliruptor alkaliphilus
5840,Nitrobacter hamburgensis
5841,Nitrobacter vulgaris
5842,Nitrobacter winogradskyi
5843,Nitrosococcus halophilus
5844,Nitrosococcus oceani
5845,Nitrosolobus sp.
5846,Nitrosomonas communis
5847,Nitrosomonas europaea
5848,Nitrosomonas mobilis
5849,Nitrosomonas sp.
5850,Nitrosopumilus maritimus
5851,Nitrosospira briensis
5852,Nitrosospira multiformis
5853,Nitrosospira sp.
5854,Nitrosospira tenuis
5855,Nitrosovibrio sp.
5856,Nitrospira defluvii
5857,Nitrospira moscoviensis
5858,Nitrospirillum amazonense
5859,Nitzschia alba
5860,Nitzschia thermalis
5861,Niveispirillum irakense
5862,no acitivity
5863,no acitvity
5864,no activtiy
5865,no actvity
5866,Nocadia sp.
5867,Nocardia argentinensis
5868,Nocardia asteroides
5869,Nocardia brasiliensis
5870,Nocardia coeliaca
5871,Nocardia erythropolis
5872,Nocardia farcinica
5873,Nocardia globerula
5874,Nocardia iowensis
5875,Nocardia levis
5876,Nocardia lyena
5877,Nocardia minima
5878,Nocardia otitidiscaviarum
5879,Nocardia rhodochrous
5880,Nocardia sp.
5881,Nocardia tartaricans
5882,Nocardia transvalensis
5883,Nocardia uniformis
5884,Nocardioidaceae bacterium
5885,Nocardioides aromaticivorans
5886,Nocardioides luteus
5887,Nocardioides sp.
5888,Nocardiopsis alba
5889,Nocardiopsis dassonvillei
5890,Nocardiopsis prasina
5891,Nocardiopsis sp.
5892,Noccaea caerulescens
5893,Noccaea goesingensis
5894,Noctiluca scintillans
5895,Noctua pronuba
5896,Nodamura virus
5897,Nodularia sp.
5898,Nodularia spumigena
5899,Nomascus gabriellae
5900,Nomascus leucogenys
5901,Nonlabens dokdonensis
5902,Nonomuraea angiospora
5903,Nonomuraea gerenzanensis
5904,Nonomuraea sp.
5905,Nopalxochia ackermannii
5906,Norcadia rhodochorous
5907,Norovirus Hu/NLV/Dresden174/pUS-NorII/1997/GE
5908,Norwalk virus
5909,Nostoc azollae
5910,Nostoc commune
5911,Nostoc ellipsosporum
5912,Nostoc flagelliforme
5913,Nostoc punctiforme
5914,Nostoc sp.
5915,Notamacropus eugenii
5916,Notamacropus rufogriseus
5917,Nothapodytes nimmoniana
5918,Notomys alexis
5919,Notostira elongata
5920,Notothenia angustata
5921,Notothenia coriiceps
5922,Nototodarus sloanii
5923,Notropis hudsonius
5924,Novispirillum itersonii
5925,Novoden modestrus
5926,Novosphingobium aromaticivorans
5927,Novosphingobium capsulatum
5928,Novosphingobium sp.
5929,Nucella lapillus
5930,Nucula nitida
5931,Nucula proxima
5932,Nudaurelia capensis
5933,Nuphar lutea
5934,Nuytsia floribunda
5935,Nycticebus pygmaeus
5936,Nymphaea alba
5937,Nymphaea hybrid
5938,Nysius plebeius
5939,Obelia longissima
5940,Obesumbacterium proteus
5941,Obliquaria reflexa
5942,Oblongichytrium sp.
5943,Obovaria olivaria
5944,Oceanicaulis alexandrii
5945,Oceanicola granulosus
5946,Oceanimonas doudoroffii
5947,Oceanimonas smirnovii
5948,Oceanobacillus iheyensis
5949,Oceanobacillus oncorhynchi
5950,Ochlerotatus sollicitans
5951,Ochlerotatus taeniorhynchus
5952,Ochlerotatus triseriatus
5953,Ochotona princeps
5954,Ochrobactrum anthropi
5955,Ochrobactrum intermedium
5956,Ochrobactrum sp.
5957,Ochrobactrum tritici
5958,Ochromonas danica
5959,Ochromonas malhamensis
5960,Ochrosia elliptica
5961,Ochtodes secundiramea
5962,Ocimum americanum
5963,Ocimum basilicum
5964,Ocimum gratissimum
5965,Ocimum kilimandscharicum
5966,Ocimum tenuiflorum
5967,Octopus bimaculatus
5968,Octopus membranaceus
5969,Octopus sp.
5970,Octopus vulgaris
5971,Oculimacula acuformis
5972,Oculimacula yallundae
5973,Odagmia ornata
5974,Odobenus rosmarus
5975,Odocoileus virginianus
5976,Odontarrhena lesbiaca
5977,Odontarrhena serpyllifolia
5978,Odontella aurita
5979,Odontesthes bonariensis
5980,Odontobutis obscura
5981,Odontotermes obesus
5982,Odontotermes sp.
5983,Odoribacter splanchnicus
5984,Oedignathus inermis
5985,Oenanthe javanica
5986,Oenanthe siolonifera
5987,Oenocarpus bataua
5988,Oenococcus oeni
5989,Oenococcus phage
5990,Oenothera berteroana
5991,Oenothera biennis
5992,Oenothera californica
5993,Oerskovia sp.
5994,Ogataea angusta
5995,Ogataea glucozyma
5996,Ogataea henricii
5997,Ogataea methanolica
5998,Ogataea minuta
5999,Ogataea naganishii
6000,Ogataea parapolymorpha
6001,Ogataea philodendri
6002,Ogataea pignaliae
6003,Ogataea pini
6004,Ogataea polymorpha
6005,Ogataea siamensis
6006,Ogataea trehalophila
6007,Ogataea wickerhamii
6008,Oidiodendron echinulatum
6009,Oidiodendron maius
6010,Oikopleura dioica
6011,Okutania anonycha
6012,Olavius algarvensis
6013,Oldenlandia affinis
6014,Olea europaea
6015,Oleispira Antarctica
6016,Oleomonas sagaranensis
6017,Oligosoma aeneum
6018,Oligosoma macgregori
6019,Oligosoma polychroma
6020,Oligosoma zelandicum
6021,Oligotropha carboxidovorans
6022,Olisthodiscus luteus
6023,Omphalius pfeifferi
6024,Omphalius rusticus
6025,Omphalotus olearius
6026,Onchidium sp.
6027,Onchocerca ochengi
6028,Onchocerca volvulus
6029,Oncidium hybrid
6030,Oncomelania hupensis
6031,Oncorhynchus gorbuscha
6032,Oncorhynchus keta
6033,Oncorhynchus kisutch
6034,Oncorhynchus masou
6035,Oncorhynchus mykiss
6036,Oncorhynchus nerka
6037,Oncorhynchus tshawytscha
6038,Ondatra zibethicus
6039,Onion yellows
6040,Onobrychis viciifolia
6041,Onoclea sensibilis
6042,Onosma paniculata
6043,Oomyzus sokolowskii
6044,Oospora sp.
6045,Oospora sulphurea-ochracea
6046,Ophelia neglecta
6047,Ophicephalus punctatus
6048,Ophiocordyceps sinensis
6049,Ophiodon elongatus
6050,Ophiophagus hannah
6051,Ophiopogon japonicus
6052,Ophiorrhiza japonica
6053,Ophiorrhiza liukiuensis
6054,Ophiorrhiza pumila
6055,Ophiostoma piceae
6056,Ophryoscolex caudatus
6057,Ophrys sphegodes
6058,Opisthorchis viverrini
6059,Opitutus terrae
6060,Oplegnathus fasciatus
6061,Oplismenus compositus
6062,Oplophorus gracilirostris
6063,Opsanus beta
6064,Opuntia ficus-indica
6065,Opuntia sp.
6066,Opuntia vulgaris
6067,oral microorganisms
6068,Orchesella cincta
6069,Orchopeas howardi
6070,Orconectes virilis
6071,Orenia marismortui
6072,Oreochromis mossambicus
6073,Oreochromis niloticus
6074,Orgyia leucostigma
6075,Orgyia pseudotsugata
6076,Origanum majorana
6077,Origanum microphyllum
6078,Origanum syriacum
6079,Origanum vulgare
6080,Ornithodoros moubata
6081,Ornithodoros savignyi
6082,Ornithogalum longebracteatum
6083,Ornithogalum saundersiae
6084,Ornithopus sativus
6085,Ornithorhynchus anatinus
6086,Orobanche minor
6087,Oropsylla bacchi
6088,Orpinomyces joyonii
6089,Orpinomyces sp.
6090,Orycteropus afer
6091,Oryctes rhinoceros
6092,Oryctolagus cuniculus
6093,Oryctolagus sp.
6094,Oryza alta
6095,Oryza australiensis
6096,Oryza barthii
6097,Oryza brachyantha
6098,Oryza coarctata
6099,Oryza collina
6100,Oryza eichingeri
6101,Oryza glaberrima
6102,Oryza glumipatula
6103,Oryza grandiglumis
6104,Oryza latifolia
6105,Oryza longiglumis
6106,Oryza longistaminata
6107,Oryza malabarensis
6108,Oryza meridionalis
6109,Oryza meyeriana
6110,Oryza minuta
6111,Oryza officinalis
6112,Oryza punctata
6113,Oryza ridleyi
6114,Oryza rufipogon
6115,Oryza sativa
6116,Oryza sp.
6117,Oryzaephilus surinamensis
6118,Oryzias latipes
6119,Oscillatoria acuminata
6120,Oscillatoria limosa
6121,Oscillatoria princeps
6122,Oscillatoria sp.
6123,Oscillatoria subuliformis
6124,Osmerus mordax
6125,Osmunda japonica
6126,Osteospermum hybrid
6127,Ostertagia ostertagi
6128,Ostrea laperousei
6129,Ostreococcus lucimarinus
6130,Ostreococcus sp.
6131,Ostreococcus tauri
6132,Ostreococcus virus
6133,Ostrinia furnacalis
6134,Ostrinia latipennis
6135,Ostrinia nubilalis
6136,Ostrinia scapulalis
6137,Otala lactea
6138,Otolemur crassicaudatus
6139,Otospermophilus beecheyi
6140,Ovibos moschatus
6141,Ovis ammon
6142,Ovis aries
6143,Ovis sp.
6144,Ovophis okinavensis
6145,Oxalicibacterium flavum
6146,Oxalobacter formigenes
6147,Oxobacter pfennigii
6148,Oxybasis rubra
6149,Oxydoras sifontesi
6150,Oxytricha fallax
6151,Oxyuranus scutellatus
6152,Pachira macrocarpa
6153,Pachira quinata
6154,Pachnoda ephippiata
6155,Pachnoda sinuata
6156,Pachygrapsus crassipes
6157,Pachygrapsus gracilis
6158,Pachygrapsus marmoratus
6159,Pachysandra terminalis
